text,user_type
"As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates.",67
"As a site member, I want to subscribe to an RSS feed of news, so that I remain sufficiently and easily informed.",64
"As a site editor, I want to assign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site.",67
"As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me.",66
"As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me.",66
"As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.",66
"As a trainer, I want to create a new course or event, so that site visitors can see it.",54
"As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold.",54
"As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn't charge itself for Scrum Gatherings that it puts on.",50
"As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.",50
"As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information.",54
"As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason.",54
"As a trainer, I want to copy one of my courses or events, so that I can create a new one.",54
"As a site editor, I want to update any course or event, so that I can fix things the original author hasn't.",67
"As a trainer, I want to turn a course into an event or an event into a course, so that I can correctly classify anything that was entered incorrectly.",54
"As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for.",66
"As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.",66
"As a site visitor, I want to subscribe to an RSS feed of upcoming courses and events, so that I am up to day without having to visit the site.",66
"As a site visitor, I want to read FAQs, so that I can get quick answers.",66
"As a site editor, I want to maintain a FAQ section, so that support gets fewer easily answered questions.",67
"As a site visitor, I want to do a full-text search of the FAQs, so that I can find an answer quickly.",66
"As a site member, I want to download the latest training material and methodology PDFs, so that I have them.",64
"As a visitor, I want to download presentations, PDFs, etc. on Scrum, so that I can learn from them or use them.",68
"As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.",64
"As a recruiter, I want to post a help wanted ad, so that I can attract candidates.",69
"As a site member, I want to subscribe to an RSS feed of jobs available, so that I can read them without visiting the site.",64
"As a recruiter, I want to be able to extend an ad for another 30 days by visiting the site and updating the posting, so that my ad remains active.",69
"As an advertiser, I want to be emailed a reminder seven day before an ad is about to expire, so that I can go extend the ad.",70
"As a site visitor, I want to read a new article on the front page about once a week, so that I am up on all the latest happenings.",66
"As a site editor, I want to set start publishing dates, old article date, and stop publishing dates for articles, so that articles appear only during appropriate periods.",67
"As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently.",67
"As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.",66
"As a site editor, I want to be able to indicate whether an article is publicly available or for members only, so that visitors are incentivized to become members.",67
"As a site visitor, I want to be able to read some of your articles, so that I can learn without first joining the site.",66
"As a site member, I want to have full access to all articles, so that there is a benefit to being a member.",64
"As a site visitor, I want to do a full-text search of article body, title, and author name, so that I can find what I want.",66
"As a site visitor, I want to subscribe to an RSS feed of articles, so that I can read them without visiting the site.",66
"As a site visitor, I want to post comments about articles, so that others can read them.",66
"As a site editor, I want to have a prominent area on the home page where I can put special announcements not necessarily news or articles, so that I can give them additional exposure.",67
"As a site editor, I want to have some flexibility as to where things appear, so that I can accommodate different types of content.",67
"As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.",54
"As a site visitor, I want to see new content when I come to the site, so that I come back more often.",66
"As a site visitor, I want to have articles that interest me and are easy to get to, so that I come to the site for my agile news and learning.",66
"As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I'd want to be one, so that I read more.",66
"As a site visitor, I want to be able to get back to the home page quickly and easily, so that I don't get lost navigating.",66
"As a site visitor, I want to see a list of the most popular items on the site, so that I am most likely to read the most important or best content.",66
"As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so that my ratings are accurate.",54
"As a trainer, I want to be notified about the results of surveys about my classes, so that I can read them.",54
"As a site visitor, I want to see a trainer's rating, so that I choose a course from an appropriate trainer.",66
"As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely.",54
"As a site visitor, I want to view a section of the website that teaches me the basics of what Scrum is, so that I can learn that quickly.",66
"As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors.",67
"As a CSM, I want to have my name listed in the registry without becoming a member of the site, so that employers or others can verify my certification.",71
"As a trainer, I want to load an Excel file into the site, so that the course participants are added to the Scrum Alliance records.",54
"As a site editor, I want to edit the content of the email automatically sent to new Certified Scrum Masters and Product Owners, so that I don't need to involve a programmer on simple email edits.",67
"As a company, I want to join the Scrum Alliance by paying a corporate membership fee, so that I can show the company's support of Scrum.",72
"As a corporatesponsor, I want to display my logo on a corporate sponsors page, so that others see the company's support of Scrum.",73
"As a corporatesponsor, I want to make my logo randomly appear on the home page, so that others see the company's support of Scrum.",73
"As a CSM, I want to be charged a fee once I am approved for Practitioner status, so that my certification status can be activated.",71
"As a CST, I want to pay an annual fee, so that my CST status is active.",74
"As a site administrator, I want to set the annual fees for members, Practitioners and Trainers, so that fees can be set without involving a programmer.",50
"As a member, I want to receive a reminder and a link, so that I can renew my membership.",75
"As a trainer, I want to read information of relevance only to trainers, so that the Scrum Alliance can share information with me easily.",54
"As a faculty member, I want to direct students to an item within the repository, so that I can facilitate my teaching (i.e. desires ability to link to content).",76
"As a Cornell faculty member, I want to upload data to the repository and associate it with a publication, so that I receive attribution for my data as well as my publications.",77
"As a patron, I want to know which reports/datasets are coming out when, so that I can access latest report/dataset.",78
"As a Cornell faculty member, I want to see clearly what reuse rights I have to files discovered in the repository, so that I know how I can reuse them.",77
"As a researcher, I want to stay up to date on research related to a given topic at Cornell, including those in other departments/schools, so that my own research remains relevant and innovative.",1
"As a faculty member, I want to easily collect my publications -- both those within the repository and without -- into a single online access point, so that I can raise the profile of my work.",76
"As a Cornell faculty member, I want to upload data and provide a cut and paste formatted citation for people who use it, so that I receive proper attribution for my work.",77
"As a Cornell faculty member, I want to search the repository and browse through its contents on my phone, so that I can check things on the go.",77
"As a Cornell faculty member, I want to login remotely to the repository using Shibboleth, so that I can get remote access to Cornell campus-only content.",77
"As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.",77
"As an administrator, I want to see comprehensive tracking statistics that can be presented to faculty in a digestible way, so that I can increase buy-in for contributing their work.",18
"As a Cornell faculty member, I want to be notified if someone downloads any of my items or files, so that I can follow usage and see what others are most interested in reading.",77
"As an administrator, I want to disseminate the aforementioned works in a digital space that is strongly branded, so that I can make sure my school is credited for the work.",18
"As a faculty member, I want to upload my scholarly work to the repository, so that I can have a persistent URL that can be used for my personal web page and CV.",76
"As a library staff member, I want to create collections which highlight rare, archival, or endangered material, so that I can preserve and provide access to this material.",79
"As an Extension Administrator, I want to have easy, well documented and supported workflows that can be easily passed on to others when she/others retire, so that continuity can be maintained.",80
"As a faculty member, I want to maintain versioning of Extension brochures, FAQs, etc., so that only the most current are used/adapted by other CCE Educators in their work.",76
"As a Cornell faculty member, I want to upload a data file and put a CC-By or CC0 license on it, so that my licensing desires are clearly stated.",77
"As a researcher, I want to discover items in the repository through the library's discovery system and Google, so that I can facilitate my easy use of the content.",1
"As a researcher, I want to see descriptive metadata for the item whether I come to the item through the repository or directly to the PDF, so that I can correctly identify the source of the content.",1
"As a researcher, I want to contact the author of a work that interests me, so that I can learn more about my research.",1
"As a researcher, I want to receive updates when new works are published in a given collection or by a given author, so that I can discover more of their work.",1
"As an academicresearcher, I want to find the works of a particular author in one easily sortable spot, so that I can see the evolution of their scholarship over time.",81
"As a library staff member, I want to make digital items held in trusted external system searchable within our system, so that I can provide seamless access to disparate collections.",79
"As a student, I want to learn who at Cornell has or is engaged in research related to a particular topic, so that I can decide if I would like to pursue studies/research at Cornell.",82
"As a faculty member, I want to upload my scholarly work to the repository, so that I can reach a non-academic audience, expand my influence within my academic community, and use it for teaching.",76
"As a library staff member, I want to upload material to the repository on the author's behalf, so that I can fulfill a service obligation.",79
"As a library staff member, I want to upload large batches of items simultaneously, including descriptive metadata, so that I can offer service to authors efficiently.",79
"As a library staff member, I want to deliver streaming media from within the repository, so that I can deliver such content in the manner expected and ensure continued access to said content.",79
"As a Cornell faculty member, I want to easily assign a CC license to the files I are depositing, so that users know how the materials can be used.",77
"As a Cornell faculty member, I want to associate a researcherID or ORCID with a submission, so that there is no ambiguity between my work and someone else with the same name.",77
"As a library staff member, I want to have customizable metadata fields, so that each project is described in the most accurate way possible.",79
"As a researcher, I want to promote/share my work through interactive maps, so that I can display the range and extent of my work graphically.",1
"As a library staff member, I want to receive a quick response and a reasonable resolution to tech support issues, so that service can proceed with minimal interruption.",79
"As a faculty member, I want to recommend a digital collection be built in the repository, so that I can assist in my research.",76
"As a library staff member, I want to create custom metadata fields for certain collections, and allow searching of those fields, so that I can best reflect and deliver diverse content.",79
"As a repository support team member, I want to move a collection, so that I can fulfill the collection owner's request.",83
"As a repository support team member, I want to rename a collection, so that I can fulfill the collection owner's request.",83
"As a stakeholder, I want to have files adequately described, so that I can successfully render them in my contemporary operating environment.",22
"As a library staff member, I want to preserve both the content and the metadata within the repository in a robust manner, so that I can provide stable, long-term access to this material.",79
"As a library staff member, I want to create a collection, sometimes with custom metadata fields, so that I can house digital material for wider distribution.",79
"As a library staff member, I want to trace the list of revisors to determine who uploaded an item to the repository, so that I can confirm that proper procedures were followed.",79
"As an OlderPerson, I want to have everything preinstalled, so that I do not have to set up ALFRED by myself.",84
"As an OlderPerson, I want to have ALFRED on a bracelet or a necklace, so that I can always wear him with me. ",84
"As an OlderPerson, I want to have an introduction conversation with ALFRED, so that I can learn everything about him and he about me. ",84
"As an OlderPerson, I want to be able to see whether I already have taken my pills, so that I can avoid an overdose. ",84
"As an OlderPerson, I want to use ALFRED to get a personalized invitation to a social event, so that it motivates more to go. ",84
"As an OlderPerson, I want to have ALFRED to enable me to have face to face contacts as well, so that I do not just have virtual contacts over ALFRED. ",84
"As an investigator, I want to view the acceptance test results, so that I can understand how feature-complete the Neurohub node currently is.",85
"As a user, I want to have a spreadsheet hosted within the Neurohub Web page, so that I can edit and calculate costs collaboratively with others while working on the proposal.",63
"As a user, I want to have that my Twitter Tweets to appear in Neurohub, so that other researchers in the centre can see what I am up to.",63
"As a user, I want a mechanism for electronically sharing papers and notes with other researchers, so that we can collaborate effectively.",63
"As a researcher, I want to have services to support the long term curation of data, so that I can be sure that data will not get 'lost' with the passage of time.",1
"As a researcher, I want to have a timeline display of multiple data files and their associated images, so that I can compare the data taken from experiments on particular dates.",1
"As a researcher, I want to have remote access to my data for off-site working , so that I can still work effectively while away from the lab.",1
"As a researcher, I want to share post-experiment write-ups with other researchers, so that others can more easily replicate my work.",1
"As a researcher, I want to have the system to provide standard metadata, that all researchers in the centre (and beyond) can use, so that we can better understand each others' data.",1
"As a researcher, I want to have physiology images to be annotated with standard meta data, so that my data can later be searched for and understood.",1
"As a researcher, I want to have the ability to attach standard meta data for behavioural observations (and video), so that my data can later be searched for and understood.",1
"As a researcher,  I want to have the ability to attach standard meta data for drug responses, so that my data can later be searched for and understood.",1
"As a researcher, I want to have the ability to form links between objects, for example File A is an analysis of File B, so that data can be searched by type and by association.",1
"As a JuniorResearcher,  I want to have the ability to harvest knowledge from within the group, so that I can learn from more experienced researchers.",86
"As a UI designer, I want to redesign the Resources page, so that it matches the new Broker design styles.",87
"As a UI designer, I want to report to the Agencies about user testing, so that they are aware of their contributions to making Broker a better UX.",87
"As a UI designer, I want to move on to round 2 of DABS or FABS landing page edits, so that I can get approvals from leadership.",87
"As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.",87
"As a UI designer, I want to move on to round 3 of the Help page edits, so that I can get approvals from leadership.",87
"As a Developer , I want to be able to log better, so that I can troubleshoot issues with particular submissions and functions.",0
"As a Developer, I want to add the updates on a FABS submission to be modified when the publishStatus changes, so that I know when the status of the submission has changed.",0
"As a UI designer,  I want to move on to round 2 of the Help page edits, so that I can get approvals from leadership.",87
"As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.",87
"As a Broker user, I want the D1 file generation to be synced with the FPDS data load, so that I don't have to regenerate a file if no data has been updated.",88
"As a Website user, I want to access published FABS files, so that I can see the new files as they come in.",89
"As a Developer, I want to add the GTAS window data to the database, so that I can ensure the site is locked down during the GTAS submission period.",0
"As a Developer, I want D Files generation requests to be managed and cached, so that duplicate requests do not cause performance issues.",0
"As a Broker user, I want  to help create content mockups, so that I can submit my data efficiently.",88
"As a UI designer, I want to track the issues that come up in Tech Thursday, so that I know what to test and what want s to be fixed.",87
"As an Owner, I want to create a user testing summary from the UI SME, so that I can know what UI improvements we will follow through on.",90
"As a UI designer, I want to begin user testing, so that I can validate stakeholder UI improvement requests.",87
"As a UI designer, I want to schedule user testing, so that I can give the testers advanced notice to ensure buy-in.",87
"As an Owner, I want to design a schedule from the UI SME, so that I know the potential timeline of the UI improvements wanted.",90
"As an Owner, I want to design an audit from the UI SME, so that I know the potential scope of the UI improvements want ed.",90
"As a Developer, I want to prevent users from double publishing FABS submissions after refreshing, so that there are no duplicates.",0
"As a user, I want the publish button in FABS to deactivate after I click it while the derivations are happening, so that I cannot click it multiple times for the same submission.",63
"As an Owner, I want to reset the environment to only take Staging MAX permissions, so that I can ensure that the FABS testers no longer have access.",90
"As an Agency user, I want FABS deployed into production, so I can submit my Financial Assistance data.",91
"As a Developer , I want my domain models to be indexed properly, so that I can get validation results back in a reasonable amount of time.",0
"As a data user, I want to see the office names derived from office codes, so that I can have appropriate context for understanding them.",92
"As a broker user, I want the historical FABS loader to derive fields, so that my agency codes are correct in the PublishedAwardFinancialAssistance table.",88
"As a Developer, I want the data loaded from historical FABS to include the FREC derivations, so that I can have consistent FREC data for USASpending.gov.",0
"As a broker team member, I want to derive FundingAgencyCode, so that the data quality and completeness improves.",93
"As a FABS user, I want to link the SAMPLE FILE on the ""What you want  to submit"" dialog to point to the correct file, so that I have an accurate reference for my agency submissions.",94
"As an Agency user, I want the header information box to show updated date AND time, so that I know when it was updated.",91
"As a tester, I want to have access to test features in environments other than Staging, so that I can test any nonProd feature in any environment.",95
"As a FABS user, I want to submission errors to accurately represent FABS errors, so that I know why my submission didn't work.",94
"As a FABS user, I want the frontend URLs to more accurately reflect the page I'm accessing, so that I'm not confused.",94
"As an Agency user, I want to accurately see who created a submission, so that I'm not confused about who last updated a submission.",91
"As an owner, I only want zero-padded fields, so that I can justify padding.",90
"As a Broker user, I want to have updated error codes that accurately reflect the logic and provide enough information, so that I can fix my submission.",88
"As an agency user, I want to leave off the last 4 digits of the ZIP without an error, so that I can complete my submissions.",91
"As a FABS user, I want to make sure the historical data includes all necessary columns, so that the information in the database is correct.",94
"As a FABS user, I want additional helpful info in the submission dashboard, so that I can better manage submissions and IG requests.",94
"As a FABS user, I want to download the uploaded FABS file, so that I can get the uploaded file.",94
"As a Developer , I want to determine the best way to load historical FPDS data, so that I can load all FPDS data since 2007.",0
"As a FABS user, I want the language on FABS pages to be appropriate for me, so that I am not confused.",94
"As a FABS user, I do not want  DABS banner messages and vice versa, so that I have the appropriate information for my application.",94
"As a FABS user, I want to have read-only access to DABS, so that I can view DABS pages without wanting two sets of permissions.",94
"As a FABS user, I want to see correct status labels on the Submission Dashboard, so that I can quickly see my submission history.",94
"As an agency user, I want to know when the submission periods start and end, so that I know when the submission starts and ends.",91
"As an agency user, I want a landing page to navigate to either FABS or DABS pages, so that I can access both sides of the site.",91
"As a depositor, I want to have a user interface that is familiar to me, so that I feel like all the University systems are joined up.",96
"As a depositor, I want to deposit and maintain datasets through Pure, so that I have a single onestop shop for managing my research outputs.",96
"As a depositor, I want to deposit and maintain datasets through Virtual Research Environments and other workflow tools, so that I can continue to work with tools with which I'm familiar.",96
"As a depositor, I want to deposit the files that I have, so that I don't have to spend a lot of time finding the right version and converting to the right format.",96
"As a depositor, I want to place data under an embargo, so that my right of first use is protected, and I can fulfil my confidentiality responsibilities.",96
"As a depositor, I want to apply licenses to datasets, so that my IP rights are protected appropriately.",96
"As a depositor, I want to allow my collaborators privileged access to datasets, so that we continue to have a productive relationship.",96
"As a depositor, I want to deposit arbitrarily large files, so that I am not limited in what files I can and cannot deposit.",96
"As a depositor, I want to link datasets to publications in Opus, so that both my data and publications are more easily discovered.",96
"As a depositor, I want to mint DOIs for my data, so that it can be discovered and cited more easily and citations can be tracked so that I can receive credit.",96
"As a depositor, I want to have metadata automatically filled from other University systems and remembered from previous deposits, so that I don't have to waste time reentering the same information.",96
"As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.",96
"As a depositor, I want to track downloads of my data, so that I can demonstrate the impact of my work.",96
"As a depositor, I want to have guarantees about data integrity, so that I can use my data in the future and I can fulfil funder requirements for archival.",96
"As a depositor, I want to attach subject specific discoverability metadata to records, so that researchers in my discipline can find my data more easily.",96
"As a depositor, I want to link datasets with the project DMP, so that compliance with DMP can be demonstrated and whole project workflow is linked together.",96
"As a depositor, I want to manage multiple versions of the same dataset, so that changes to the dataset are transparent and do not compromise research integrity.",96
"As a depositor, I want to allow others to deposit on my behalf, so that I can delegate research data management tasks appropriately.",96
"As a data reuser, I want to search the archive through the web, so that I can easily find data relevant to my needs.",97
"As a data reuser, I want to access the system in my native language, so that I am not put off reusing University of Bath data by language barriers.",97
"As a data reuser, I want to examine and identify deposited files, so that I can make a preliminary assessment of usefulness without downloading the whole dataset.",97
"As a data reuser, I want to view an example citation for a dataset, so that I can reference it correctly.",97
"As a data reuser, I want to view a DOI for a dataset, so that I can get back to the data in future and I can import the dataset into my referencemanagement software automatically.",97
"As a data reuser, I want to get a persistent URL for a dataset, so that I can get back to the data in future.",97
"As a data reuser, I want to search the archive through Primo , so that I can search books, articles and data all in one place.",97
"As a data reuser, I want to see different versions of a dataset at a glance, so that I can be sure I'm using the right version of the dataset.",97
"As an externalcollaborator, I want to gain privileged access to data for projects in which I am involved, so that I can collaborate effectively.",98
"As an externalcoordinator, I want to have guarantees that my IP rights will not be breached, so that the risk of collaborating with Bath is acceptable to me.",99
"As a Bath Data Archive administrator, I want to require a minimum set of metadata, so that consistent quality of metadata is maintained.",100
"As a Bath Data Archive administrator, I want to approve scheduled disposal of data, so that data which is still required is not destroyed.",100
"As a Bath Data Archive administrator, I want to query the entire archive , so that I can report on particular aspects of the archive holdings.",100
"As a Bath Data Archive administrator, I want to import Bath data from an external data centre wholesale, so that Bath data holdings in external archives are not lost if they close down.",100
"As a Bath Data Archive administrator, I want to encourage and promote the use of open standards for deposit, so that data is as reusable as possible.",100
"As a Research Information manager, I want to integrate the archive with CRIS, so that I can analyse impact of research data publication I can link funding to all of the outputs it produces.",101
"As a Research Information manager, I want to include records for externally held data complete, so that the university's record of data holdings is complete.",101
"As a Research Information manager, I want to track citation counts for published datasets, so that impact of datasets within academia can be demonstrated.",101
"As a Research Information manager, I want to have datasets linked to metadata about projects, so that I can report on projects depositing datasets in relation to funder requirements.",101
"As an UnivITservice, I want to store archived data on existing storage systems, so that university data storage is consistent and maintainable and future availability of data can be guaranteed.",102
"As an UnivITservice, I want to integrate the archive with existing university systems such as LDAP, so that the cost of administering the system can be kept low.",102
"As an UnivITservice, I want to store archived data directly on the HCP object store, so that  features can be made.",102
"As an UnivITservice, I want to be able to export all data to a different system, so that I am not tied into one system which may not be the most appropriate at some point in the future.",102
"As a developer, I want to deposit and maintain datasets via an API such as SWORD2, so that my service can interact with the archive. ",0
"As an academicpublisher, I want to make persistent web links between my articles and underlying datasets, so that my journals can be seen to be filled with robust, high quality research. ",103
"As a fundingbody, I want to be reassured that researchers I fund have robust archival plans for their data, so that I can be sure that funding them is a worthwhile investment.",104
"As an archivist, I want to mark individual files as restricted, so that they don't get shared by mistake.",105
"As an archivist, I want to mark groups of files as restricted, so that they don't get shared by mistake.",105
"As an archivist, I want to set a date on which restrictions will be removed from a file, so that that I don't have to update this by hand.",105
"As an archivist, I want to add restriction end date information to files, so that I can share files when they become open.",105
"As an archivist, I want to add detailed restrictions to groups of files, so that I know if and how they can be shared.",105
"As an archivist, I want to restrict access to some files by IP address, so that I can give reading room access only to certain digital files.",105
"As an archivist, I want to restrict access to certain files by user, so that I can allow donor representatives to see certain files.",105
"As an archivist, I want to know if a photo has already been scanned, so that I can license it to a researcher.",105
"As an archivist, I want to select existing rights statuses and statements, so that I can easily create uniform rights statements.",105
"As an archivist, I want to redact information in digital files for a period of time, so that I can provide access to non-sensitive portions of a record.",105
"As an archivist, I want to have an online form for licensing archival material, so that the process is more transparent and some of the back and forth can be eliminated.",105
"As an archivist, I want to upload groups of files, so that I can save time.",105
"As an archivist, I want to automatically create access copies of files, so that I don't have to do this manually.",105
"As an archivist, I want to automatically generate technical metadata, so that I know the file size.",105
"As an assistant archivist, I want to upload and tag staff generated working papers, so that staff and researchers are able to easily access them.",106
"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.",105
"As an archivist, I want to upload scans of images created while answering research requests, so that they can be used again for other research requests.",105
"As an archivist, I want to create quality scans of images and documents, so that they can be reused.",105
"As an archivist, I want to automatically create access derivatives of digital objects, so that I don't have to do this manually.",105
"As an archivist, I want to automatically assign unique identifiers to material I scan, so that I avoid potential errors.",105
"As an archivist, I want to automatically embed metadata in file headers, so that I avoid repetitive and easily-forgotten tasks.",105
"As an archivist, I want to rotate images, so that I can orient them correctly.",105
"As an archivist, I want to apply automatic contrast and level operations to a scanned file, so that I can eliminate unnecessary work.",105
"As an archivist, I want to perform contrast, level and other manipulations manually, so that I can improve on results from automated tools.",105
"As a donor representative, I want to supply incremental accruals to new and existing collections, so that material can be transferred on an ongoing basis.",107
"As an archivist, I want to manage scans of archival material created for educational visits, so that find and refer to them for another visit.",105
"As an archivist, I want to manage loan documentation, including preservation photos, forms and correspondence, so that I can find it easily later.",105
"As a researcher, I want to generate structured citation data, so that so I can cite a file in a publication.",1
"As a researcher, I want to share a link to a file on social media, so that so I can show other people an interesting thing I found.",1
"As a researcher, I want to understand the copyright status of the image, so that I know if I can use it.",1
"As a researcher, I want to share reports I've written, so that it is available to staff and researchers.",1
"As a researcher, I want to download a file, so that I can use it for research without having to come to the reading room.",1
"As a researcher, I want to download reports, so that I can use them in immediate and future in talks and articles.",1
"As a researcher, I want to request analog versions of digital objects, so that I can view them in the reading room.",1
"As a researcher, I want to order copies of photos, so that I can use them in a publication.",1
"As a researcher, I want to receive a notification if something I request in the reading room or for duplication is already digitized, so that I don't have to put in that request.",1
"As an archivist, I want to make information about rights available to researchers and donors, so that they know what they can do with images.",105
"As an archivist, I want to ensure that emails sent about specific objects contain accurate citation information, so that I can confirm which object is being referred to.",105
"As a researcher, I want to export descriptive data in a common format, so that I can use text mining tools on it.",1
"As an archivist, I want to track use of a photo, so that I know if I've sent it to a researcher before.",105
"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.",105
"As an archivist, I want to provide access to digital copies of unprocessed material, so that donors can access things they have given us.",105
"As an archivist, I want to make as much archival material as possible available for use, so that I can fulfill the RAC's mission.",105
"As an archivist, I want to use archival content on the RAC website, so that I can integrate our collections into our web presence.",105
"As a donor representative, I want to look at images that have been scanned from my collection, so that so that I can use them in my institutions exhibits, reports etc.",107
"As a researcher, I want to search by keyword, so that I can learn what already exists digitally and avoid placing additional duplication requests.",1
"As a researcher, I want to see common material across collections, so that so I can prepare a comprehensive analysis.",1
"As an archivist, I want to upload inventories, so that our donor representatives have an easier time requesting their material.",105
"As an archivist, I want to search by tag, so that it makes finding particular photographs easier.",105
"As an archivist, I want to access the digital files on the X-drive, so that I can use them.",105
"As an archivist, I want to have electronic versions of the collection files available for staff use, so that I increase accessibility and I do not lose the original files.",105
"As a researcher, I want to be able to search across photo collection images, so that I can prepare presentations.",1
"As a researcher, I want to search using structured data, so that I can find everything relevant to my inquiry across collections.",1
"As a researcher, I want to access tagged working papers, so that my research process is better informed.",1
"As a researcher, I want to access educational outreach materials, so that I can make connections with institutions.",1
"As a researcher, I want to have accurate cross-collection citation information, so that I can find materials again.",1
"As a researcher, I want to access digitized archival materials without mediation, so that I can decide what, I want to look at.",1
"As an archivist, I want to distinguish between images scanned in color or black and white, so that I know whether or not these images meet publication requirements.",105
"As a researcher, I want to ask a question about a specific file, so that I can find out more information.",1
"As a researcher, I want to search OCRed text in all available digitized textual documents, so that I can more efficiently locate digitized documents relevant to my research.",1
"As a researcher, I want to know the date on which something was digitized, so that I know if it's been digitized since I last looked.",1
"As an archivist, I want to access inventories for unprocessed collections, so that I can provide reference services to donors.",105
"As a researcher, I want to view thumbnails of photos, so that I can make a selection of which one I want to license.",1
"As a researcher, I want to know when only part of a folder has been digitized, so that I know if I am seeing everything or only a portion.",1
"As a donor representative, I want to see thumbnails of images, so that I can select which one I want.",107
"As an researcher, I want to view film clips, so that I can see excerpts of films.",1
"As an archivist, I want to search index cards and other non-public finding aids, so that I can provide better research assistance.",105
"As an archivist, I want to view collection files, so that I can gain background information for processing a collection.",105
"As an archivist, I want to view physical locations for non-archival material, so that I can provide research services to donors.",105
"As an archivist, I want to find files that cannot be made publicly available, so that I can easily access everything that's been digitized.",105
"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.",105
"As an archivist, I want to search images by uploading an image, so that so I can find images when i don't have any metadata.",105
"As an administrator, I want to create user groups, so that I can control user permissions.",18
"As an administrator, I want to create user roles, so that I can group users by role.",18
"As an administrator, I want to assign RAC staff to different user groups, so that I can control read/write access.",18
"As an administrator, I want to assign rights to user groups or roles, so that I can control what users can and can't do.",18
"As an administrator, I want to allow users to log in using Active Directory credentials, so that I don't have to manage another set of usernames and passwords.",18
"As an administrator, I want to have researchers reset their own passwords, so that I don't have to send passwords in cleartext.",18
"As a ProspectiveApplicant, I want to research requirements and to select a service, so that I can find the relevant service and/or application type to initiate via the online portal.",108
"As an Applicant, I want to Request PreApplication Assistance, so that I can receive a response to a request for a meeting or information that is a result of the preapplication assistance.",109
"As a Customer, I want to Create a Customer Portal User Account, so that I can log on to the Customer Portal and perform transactions that first require user authentication.",110
"As an Applicant, I want to Submit Application, so that I can provide my information, plans and/or documents to initiate a transaction with the County.",109
"As an Applicant, I want to Submit Supporting Documentation, so that I can satisfy documentation requirements for my application.",109
"As an Applicant, I want to Pay Fee, so that I can satisfy outstanding charge associated with the service requested or received from the County.",109
"As an Applicant, I want to Modify my Application, so that I can successfully change information on an application.",109
"As a Staff member, I want to Perform a Completeness Review, so that I can validate when an application is complete and eligible for further technical review.",111
"As a Staff member, I want to Record an Internal Note, so that I can share information with other Staff collaborating on the record.",111
"As a Staff member, I want to Assign an Application for Detailed Review, so that I can review the for compliance and subsequently approved or denied.",111
"As a Staff member, I want to Apply a Hold, so that I can prevent progression through the workflow or other actions in the system until the issue is resolved.",111
"As a Staff member, I want to Remove a Hold, so that I can allow progression through the workflow or other actions in the system now that the issue has been resolved.",111
"As a Staff member, I want to Send a Formal Response to Applicant, so that I can satisfy communication and records responsibilities.",111
"As a Staff member, I want to Track  the Draft Proffers, so that I can preserve the history of draft proffer statements submitted by the Applicant.",111
"As a Staff member, I want to Manage Approved Proffers, so that I can ensure compliance with and satisfaction of the proffer in the future.",111
"As a Staff member, I want to Manage Ordinances, so that I can maintain accurate ordinance information in the System.",111
"As a Staff member, I want to Schedule a Meeting, so that I can bring the required parties together at a specific date/time to address an issue.",111
"As a Planning Staff member, I want to Conduct and Track Plan Amendments and Planning Studies, so that I can record work in process, outcome, and location-based information related to the Plan(s).",112
